Gene,F303_0ppm,F306_2ppm,F318_0ppm,F320_2ppm,F325_0ppm,F328_0ppm,F332_0ppm,F336_2ppm,F341_2ppm,F342_2ppm
1810007D17Rik,0,0,4,0,1,2,0,0,0,2
1810007I06Rik,0,0,0,0,0,0,0,0,0,0
1810008I18Rik,13,5,4,4,5,4,8,3,11,6
1810009A15Rik,462,278,371,350,471,359,339,315,216,189
1810009J06Rik,0,0,0,0,0,0,0,0,0,0
1810010D01Rik,0,1,0,0,0,0,0,0,1,0
1810010H24Rik,138,81,167,108,194,153,179,153,122,141
1810011H11Rik,2,0,0,0,0,0,0,0,0,0
1810011O10Rik,14,9,7,5,4,11,3,7,5,4
1810012K16Rik,1,2,1,2,0,0,5,2,0,1
1810013A23Rik,0,0,0,0,0,0,0,0,0,0
1810013D10Rik,1067,750,1074,899,1341,1031,1199,969,742,757
1810013L24Rik,1562,1197,1951,1707,1656,1911,1676,1787,1524,1419
1810014B01Rik,51,38,26,25,10,19,17,12,2,4
1810018F18Rik,2,0,0,0,0,0,0,0,0,0
1810019D21Rik,73,103,127,48,64,64,48,104,66,41
1810019J16Rik,92,89,126,72,109,53,72,88,37,42
1810020O05Rik,1,0,1,3,5,3,3,2,1,4
1810021B22Rik,8,5,0,3,1,0,3,0,2,0
1810022K09Rik,203,128,205,169,215,192,204,103,92,89
1810024B03Rik,0,0,0,1,1,3,1,1,0,0
1810026B05Rik,262,158,83,157,75,64,66,43,7,19
1810026J23Rik,526,466,465,334,359,330,349,307,233,218
1810030O07Rik,284,150,77,152,76,61,44,57,4,25
1810032O08Rik,61,63,16,22,17,13,4,10,0,5
1810033B17Rik,17,9,16,11,14,27,13,17,11,17
1810034E14Rik,11,14,11,10,9,10,2,10,4,3
1810035I16Rik,0,0,0,0,0,0,0,0,0,0
1810037I17Rik,695,330,574,470,681,610,705,452,312,300
1810041L15Rik,290,166,330,309,374,429,383,266,261,312
1810043G02Rik,612,562,646,627,707,715,744,598,512,559
1810043H04Rik,266,120,280,181,290,247,264,166,116,112
1810044D09Rik,18,6,15,15,14,24,24,15,13,14
1810046K07Rik,22,8,5,13,11,10,18,10,7,13
1810053B23Rik,10,2,16,4,8,2,8,9,4,4
1810055G02Rik,1068,928,1164,1135,1309,1185,1241,1098,960,982
1810058I24Rik,798,487,690,483,663,552,603,507,299,410
1810062G17Rik,30,11,25,29,32,23,43,25,18,18
1810062O18Rik,87,88,96,87,80,107,93,77,76,95
1810064F22Rik,9,4,0,4,0,2,0,2,1,0
1810065E05Rik,8,5,6,5,4,3,3,0,2,3
2010001E11Rik,1,3,0,0,0,1,4,0,0,1
2010001M06Rik,12,1,5,4,7,14,9,7,1,4
2010002M12Rik,5384,4330,6149,5725,7333,6951,7432,6247,5466,5554
2010003K11Rik,1,4,1,2,3,0,3,2,3,1
2010003O02Rik,72,52,57,43,48,32,43,34,26,33
2010005H15Rik,14,10,21,14,21,22,12,8,11,13
2010009K17Rik,1,1,0,3,0,0,0,0,1,0
2010010A06Rik,1,0,0,0,1,1,2,2,0,1
2010012O05Rik,126,66,91,75,59,50,64,48,10,33
2010015L04Rik,8,2,2,3,1,9,3,3,0,5
2010016I18Rik,10,11,0,2,0,2,0,0,0,0
2010106C02Rik,0,0,0,0,0,0,0,0,0,0
2010106E10Rik,5,2,6,12,3,3,11,7,5,2
2010107E04Rik,1027,468,1064,669,1183,927,1149,525,357,442
2010107G12Rik,6,2,1,1,0,1,2,0,2,4
2010107G23Rik,1674,1120,1842,1745,1942,2116,2131,2028,1696,1599
2010109A12Rik,25,7,30,15,36,16,35,8,12,17
2010109I03Rik,0,0,0,0,0,0,1,0,0,0
2010111I01Rik,427,326,400,398,419,395,443,426,311,344
2010204K13Rik,11,15,13,10,14,15,22,5,12,5
2010300C02Rik,42,28,59,49,29,45,28,20,28,35
2010308F09Rik,1,0,4,2,1,4,3,2,1,1
2010310C07Rik,1,0,0,0,0,0,0,0,0,0
2010315B03Rik,64,51,15,43,24,13,17,10,7,7
2010320M18Rik,50,41,56,39,23,22,39,30,12,17
2200002D01Rik,15,5,3,6,10,4,4,4,0,4
2200002J24Rik,13,3,0,1,1,3,2,2,0,0
2210010C04Rik,2,0,0,0,0,1,0,0,0,0
2210013O21Rik,203,120,81,111,73,67,71,47,33,32
2210015D19Rik,199,132,232,170,194,221,221,162,115,121
2210016F16Rik,388,306,334,237,301,272,244,232,168,192
2210016L21Rik,133,81,53,65,44,44,33,35,3,15
2210018M11Rik,1080,740,875,1044,975,1076,952,947,761,884
2210019I11Rik,178,151,217,201,303,209,280,214,192,174
2210039B01Rik,0,0,1,0,2,4,3,3,0,0
2210404J11Rik,115,87,68,93,74,85,86,83,39,42
2210404O07Rik,11,9,8,2,7,4,7,2,5,4
2210404O09Rik,22,23,6,19,6,16,2,5,0,0
2210407C18Rik,0,0,0,0,0,0,0,0,0,0
2210408F21Rik,5,0,1,2,0,0,1,0,0,1
2210408I21Rik,489,334,513,446,458,508,467,452,349,350
2210409D07Rik,0,1,3,0,0,0,0,0,0,0
2210409E12Rik,40,29,31,30,57,56,49,35,28,37
2210414B05Rik,0,0,0,0,0,0,0,0,0,0
2210416O15Rik,5,2,0,2,0,0,0,0,0,0
2210417A02Rik,17,15,30,35,42,24,33,22,19,26
2210417K05Rik,3,3,1,2,0,0,1,0,0,0
2210420H20Rik,0,0,0,0,0,0,0,0,0,0
2300002M23Rik,242,227,409,271,451,285,415,310,244,295
2300003K06Rik,0,0,0,0,0,0,0,0,0,0
2300005B03Rik,0,0,0,0,0,0,0,0,0,0
2300009A05Rik,116,57,104,69,92,78,93,52,42,56
2310001H17Rik,0,1,5,6,1,4,1,2,0,1
2310001K24Rik,11,6,6,4,3,3,4,3,7,7
2310002D06Rik,0,0,0,0,0,0,0,0,0,0
2310002F09Rik,0,0,0,0,0,1,1,0,0,0
2310002J15Rik,0,0,0,0,0,0,0,0,0,0
2310002L09Rik,0,0,0,1,0,0,0,0,0,2
2310003H01Rik,539,482,567,469,545,476,487,431,354,385
2310005A03Rik,0,0,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0,0,0,0,0
2310005G13Rik,1,3,8,5,2,0,1,2,2,4
2310007B03Rik,5,1,0,0,1,0,0,0,0,0
2310007L24Rik,1,0,1,0,0,0,1,0,0,0
2310008H04Rik,2067,1486,1937,2030,2032,2280,2191,2083,1896,1801
2310008H09Rik,466,377,272,287,243,193,158,168,85,94
2310008N11Rik,25,16,33,30,42,41,24,23,22,18
2310009A05Rik,104,63,72,78,79,63,69,48,35,47
2310009B15Rik,45,19,18,28,22,7,22,15,5,9
2310010J17Rik,9,8,10,6,5,9,8,5,2,6
2310010M20Rik,2,1,2,7,9,2,1,2,1,2
2310011J03Rik,527,393,537,369,527,473,495,441,305,332
2310014F07Rik,39,4,3,9,4,6,0,0,0,0
2310014L17Rik,3,1,1,0,2,2,4,0,2,1
2310015A10Rik,13,20,16,10,4,11,3,8,1,1
2310015B20Rik,4,5,3,0,0,4,4,5,1,2
2310015D24Rik,0,0,0,0,0,0,0,0,0,0
2310016D03Rik,0,0,0,0,2,0,0,0,0,0
2310020H05Rik,4,6,3,13,2,2,2,3,2,1
2310022A10Rik,527,445,509,449,537,538,546,484,426,411
2310022B05Rik,208,174,151,175,156,161,130,146,135,119
2310030A07Rik,0,0,0,0,0,0,0,0,0,0
2310030G06Rik,47,17,8,11,3,11,6,6,0,1
2310033P09Rik,447,306,478,388,552,490,497,431,298,337
2310034C09Rik,0,0,0,0,0,0,0,1,0,1
2310034G01Rik,6,12,5,5,6,4,6,6,6,1
2310034O05Rik,0,0,1,0,0,0,0,0,0,0
2310035C23Rik,1500,1345,1893,1592,1524,1806,1543,1620,1367,1367
2310036O22Rik,995,692,1038,919,1112,1060,1114,892,762,701
2310039H08Rik,100,50,55,54,62,49,53,20,31,33
2310039L15Rik,0,0,1,0,1,0,4,1,3,0
2310040G24Rik,21,20,7,5,10,16,15,7,3,9
2310042D19Rik,2,0,1,2,2,0,0,1,1,0
2310042E22Rik,0,1,0,0,1,0,1,1,0,0
2310043L19Rik,1,0,0,0,0,0,0,1,0,0
2310043O21Rik,0,0,1,0,4,0,1,0,0,0
2310044G17Rik,486,386,324,324,242,286,448,260,163,294
2310045N01Rik,118,67,89,75,105,115,86,88,54,58
2310047M10Rik,14,6,8,7,7,2,2,6,0,1
2310050B05Rik,0,0,0,0,0,0,0,0,0,0
2310050C09Rik,1,0,0,0,0,0,0,0,0,0
2310057J18Rik,0,0,0,2,0,0,0,0,0,0
2310057M21Rik,1118,896,1295,1199,1313,1389,1386,1257,1126,1093
2310057N15Rik,0,0,0,0,0,0,0,0,0,0
2310061I04Rik,625,498,648,569,686,657,694,622,428,481
2310061J03Rik,127,113,123,111,97,114,87,100,71,71
2310061N02Rik,0,0,0,0,0,0,0,0,0,0
2310065F04Rik,1,0,0,0,0,0,0,0,0,0
2310067B10Rik,337,300,170,291,159,190,146,133,130,118
2310068J16Rik,108,95,118,127,100,128,103,97,85,107
2310069B03Rik,1,1,3,0,1,0,1,0,1,0
2310069G16Rik,219,104,258,209,245,214,272,210,193,180
2310079G19Rik,2,0,0,1,1,0,3,0,0,1
2310081J21Rik,0,0,0,0,0,0,0,0,0,0
2410002F23Rik,640,580,291,299,211,230,205,248,115,122
2410003L11Rik,0,0,0,1,0,0,2,0,1,0
2410004B18Rik,475,324,465,363,476,477,480,412,314,303
2410004I01Rik,1,4,7,2,1,4,5,5,1,3
2410004N09Rik,28,9,14,9,21,12,11,6,2,1
2410004P03Rik,2,0,0,11,2,8,4,9,0,3
2410006H16Rik,73,35,40,33,49,47,48,20,15,13
2410007B07Rik,1,0,0,0,0,0,0,0,0,0
2410012E07Rik,4,17,9,4,5,6,16,17,5,9
2410012M07Rik,471,330,478,521,460,595,608,588,401,466
2410015M20Rik,358,212,336,230,250,233,228,191,97,121
2410016O06Rik,150,109,52,89,49,47,34,32,10,12
2410017I17Rik,3,0,0,0,0,0,0,0,0,0
2410018L13Rik,9,6,3,1,2,1,1,0,0,0
2410018M08Rik,416,264,335,342,294,306,303,277,227,187
2410021H03Rik,57,49,95,42,78,79,77,78,65,68
2410057H14Rik,0,0,0,0,0,0,0,0,0,0
2410066E13Rik,17,22,17,15,6,3,5,5,0,4
2410076I21Rik,97,57,119,85,114,125,128,77,63,83
2410088K16Rik,0,0,0,0,2,0,1,0,0,0
2410089E03Rik,269,232,273,261,188,272,201,177,177,193
2410114N07Rik,11,12,28,15,20,13,17,10,6,15
2410124H12Rik,1,0,0,0,0,0,0,0,0,0
2410127L17Rik,111,92,100,92,78,86,97,96,71,82
2410131K14Rik,392,299,371,307,350,352,325,303,209,227
2410137F16Rik,0,0,1,1,0,1,1,0,0,0
2410137M14Rik,24,30,35,26,42,37,29,37,28,27
2410141K09Rik,11,2,11,3,2,5,4,4,1,2
2500004C02Rik,46,30,28,26,15,27,20,39,16,16
2510002D24Rik,76,65,15,34,29,18,12,5,0,9
2510003D18Rik,9,7,17,13,12,17,16,15,14,17
2510003E04Rik,1769,1414,1960,1615,1927,1866,1856,1612,1349,1425
2510009E07Rik,144,117,30,99,30,24,18,23,2,21
2510039O18Rik,682,407,285,434,300,239,242,222,116,98
2510049J12Rik,128,99,168,142,258,244,228,156,117,121
2600006L11Rik,0,0,1,0,0,2,0,0,0,0
2610001J05Rik,608,372,516,479,522,554,534,438,389,353
2610002J02Rik,306,221,199,258,250,169,237,218,113,165
2610002M06Rik,394,260,353,302,349,303,358,271,262,253
2610005L07Rik,0,2,0,0,0,0,0,0,0,0
2610008E11Rik,232,235,62,223,45,83,48,73,13,21
2610015P09Rik,315,239,281,302,292,277,334,304,206,233
2610016A17Rik,0,0,1,0,0,0,0,1,0,1
2610017I09Rik,2,7,4,2,4,3,2,4,2,2
2610018G03Rik,39,9,3,9,2,13,1,3,0,1
2610019E17Rik,2,3,3,4,1,1,1,1,0,1
2610019F03Rik,2667,1504,1740,1662,1620,1780,1818,1654,1295,1364
2610020C07Rik,457,359,424,417,448,431,436,380,307,272
2610020H08Rik,270,212,219,206,246,209,206,212,166,181
2610027K06Rik,35,26,26,31,29,30,25,36,15,16
2610028E06Rik,10,10,7,13,7,2,7,17,0,3
2610028H24Rik,6,3,3,3,1,3,2,3,2,1
2610034B18Rik,166,122,63,101,66,68,41,51,39,31
2610034M16Rik,705,382,702,581,760,654,864,520,467,496
2610035D17Rik,113,100,131,105,108,119,118,92,88,86
2610035F20Rik,0,0,0,1,0,0,0,0,0,0
2610037D02Rik,111,50,135,120,129,101,136,116,114,118
2610044O15Rik8,80,44,38,51,35,22,37,32,30,25
2610100L16Rik,0,0,0,0,0,0,0,0,0,0
2610203C20Rik,7,4,5,1,1,1,2,0,3,1
2610203C22Rik,96,61,120,107,153,138,121,131,108,116
2610204G22Rik,5,7,7,2,2,5,10,10,2,2
2610206C17Rik,117,86,127,108,129,115,117,144,89,129
2610301B20Rik,283,201,56,119,66,52,44,64,8,7
2610301G19Rik,1196,839,523,861,564,508,470,472,282,317
2610305D13Rik,3055,2348,3278,3219,3527,3448,3682,3699,3152,2803
2610306M01Rik,176,114,182,157,209,180,236,172,138,124
2610307P16Rik,85,49,71,45,52,50,67,40,31,38
2610316D01Rik,106,82,162,138,192,170,207,139,104,133
2610318N02Rik,15,0,2,3,2,6,1,2,0,1
2610507B11Rik,1762,1414,1592,1609,1210,1423,1232,1022,959,1046
2610507I01Rik,250,213,141,160,126,153,158,126,108,95
2610524H06Rik,486,412,506,414,528,434,533,477,315,328
2610528A11Rik,1,0,2,2,0,1,0,1,0,0
2610528J11Rik,6,3,3,3,5,3,10,6,3,2
2700029M09Rik,8545,6036,8877,8675,10141,10961,10699,9813,7075,7970
2700038G22Rik,54,33,20,22,18,5,9,17,5,7
2700046A07Rik,75,52,16,25,10,14,9,6,1,6
2700046G09Rik,15,16,10,20,4,7,6,6,0,2
2700049A03Rik,6561,5058,7204,7666,7240,8366,7728,7821,6636,6858
2700050L05Rik,12178,9518,13530,13504,15038,15970,14581,14051,12955,13506
2700054A10Rik,1070,999,1182,910,1374,1114,1386,1093,1048,956
2700060E02Rik,1191,872,1127,1030,1270,1182,1187,950,817,809
2700062C07Rik,1834,1500,2163,1939,2358,2168,2423,2242,1951,1966
2700069I18Rik,11,18,17,24,19,17,31,12,14,8
2700070H01Rik,4,0,0,2,2,0,1,1,0,0
2700081L22Rik,1,1,0,2,1,1,1,0,1,1
2700081O15Rik,41,32,12,17,6,3,8,7,3,0
2700086A05Rik,0,2,0,1,0,0,0,0,0,0
2700089E24Rik,247,168,48,152,74,43,35,30,5,31
2700089I24Rik,0,0,0,0,0,0,0,0,0,0
2700094K13Rik,432,236,315,321,295,248,229,171,80,116
2700097O09Rik,187,94,133,125,130,127,146,110,95,63
2700099C18Rik,209,93,187,185,207,172,156,112,119,154
2810001G20Rik,87,69,41,41,28,34,35,32,20,25
2810002D19Rik,213,159,196,164,185,162,212,216,182,170
2810004N23Rik,432,314,362,360,298,218,268,212,184,193
2810006K23Rik,137,88,61,110,66,38,58,52,24,16
2810007J24Rik,1,0,3,5,5,3,1,2,0,3
2810008D09Rik,110,76,37,31,28,21,17,11,3,8
2810011L19Rik,0,2,6,1,1,4,4,1,1,0
2810013P06Rik,143,109,96,84,90,84,84,63,73,57
2810021J22Rik,142,123,130,116,126,91,91,115,70,94
2810025M15Rik,794,484,695,642,794,803,805,591,509,581
2810029C07Rik,25,31,18,20,33,25,37,18,15,29
2810032G03Rik,14,31,53,21,36,31,40,32,9,20
2810047C21Rik1,0,0,0,0,0,0,0,0,0,0
2810049E08Rik,1,0,0,0,0,0,0,0,0,0
2810055G20Rik,28,21,1,8,1,9,4,0,0,1
2810403A07Rik,1656,1319,1418,1394,1392,1440,1396,1355,1143,1219
2810403D21Rik,77,42,96,56,97,84,114,74,53,82
2810404M03Rik,25,13,12,8,10,17,19,15,7,4
2810405F15Rik,0,0,0,0,0,0,0,0,0,0
2810407C02Rik,268,205,256,256,255,273,240,262,153,172
2810408A11Rik,26,15,14,26,12,14,6,9,5,1
2810408I11Rik,457,282,503,454,575,560,628,469,321,351
2810408M09Rik,260,239,255,201,193,155,237,192,135,135
2810410L24Rik,23,15,4,6,1,8,0,2,0,0
2810417H13Rik,624,221,163,403,200,185,86,71,24,36
2810428I15Rik,296,157,200,165,226,186,188,123,105,105
2810429I04Rik,11,7,19,12,17,15,21,8,10,12
2810433D01Rik,0,2,2,0,0,0,0,1,0,1
2810442I21Rik,13,3,13,15,8,5,8,7,2,4
2810442N19Rik,16,9,15,13,12,14,15,7,10,8
2810454H06Rik,13,9,7,19,6,10,3,14,5,4
2810459M11Rik,1,0,0,0,1,0,1,2,0,0
2810468N07Rik,21,22,26,5,8,15,22,14,12,18
2810471M01Rik,0,0,0,0,0,0,0,0,0,0
2810474O19Rik,4463,3560,4425,4527,4073,4739,4542,4636,4263,3962
2900002K06Rik,68,50,72,52,46,55,46,45,45,25
2900005J15Rik,52,71,7,26,19,12,6,8,2,4
2900008C10Rik,11,7,5,2,12,4,7,3,2,6
2900009J06Rik,21,14,56,23,27,40,27,28,28,10
2900011O08Rik,9,11,4,7,19,19,8,11,18,15
2900026A02Rik,205,192,314,318,250,313,272,229,253,242
2900041M22Rik,2,1,0,0,0,0,0,0,0,0
2900052N01Rik,0,0,0,0,0,0,0,0,0,0
2900055J20Rik,0,0,0,0,0,0,0,0,0,0
2900056M20Rik,901,799,926,748,741,951,858,1027,746,701
2900057B20Rik,55,38,70,77,87,70,78,65,74,81
2900060B14Rik,5,2,3,3,1,6,2,2,0,0
2900076A07Rik,31,27,18,14,11,11,16,8,7,10
2900079G21Rik,0,0,0,0,0,0,0,0,0,0
2900092C05Rik,6,2,8,2,1,2,7,1,1,1
2900092D14Rik,2,0,0,2,4,0,1,0,3,0
2900093L17Rik,0,1,0,0,0,0,0,0,0,0
2900097C17Rik,255,194,83,154,98,72,83,75,36,35
3000002C10Rik,37,32,10,14,15,9,9,19,7,11
3010001F23Rik,4,5,1,3,1,1,1,0,0,0
3010026O09Rik,1484,1011,1726,1416,1932,1848,2103,1491,1358,1429
3100003L05Rik,1,0,0,0,0,1,0,0,0,0
3110001D03Rik,482,346,501,432,603,454,574,398,328,324
3110001I22Rik,2489,1792,2738,2603,3062,3025,3338,2952,2445,2213
3110002H16Rik,597,449,659,443,465,443,530,534,336,364
3110007F17Rik,15,9,3,11,20,6,4,10,3,11
3110009E18Rik,743,390,835,633,931,914,1005,590,487,518
3110009F21Rik,0,0,0,0,0,0,0,0,0,0
3110015C05Rik,1,0,0,0,0,0,1,1,0,0
3110021A11Rik,15,9,5,2,2,4,1,1,1,0
3110021N24Rik,99,74,67,49,74,63,65,68,54,43
3110035E14Rik,0,1,1,0,0,1,0,0,0,0
3110039I08Rik,7,4,6,8,14,6,9,6,6,5
3110039M20Rik,0,0,0,0,2,0,0,0,0,0
3110040N11Rik,290,164,313,216,318,316,287,228,139,194
3110043O21Rik,1178,1058,1366,1237,1541,1283,1473,1292,1036,1108
3110045C21Rik,46,39,65,38,58,60,64,45,41,37
3110047P20Rik,0,0,1,1,4,2,1,0,0,1
3110052M02Rik,134,95,64,76,55,71,59,69,37,59
3110056K07Rik,41,29,11,23,11,4,10,5,4,2
3110057O12Rik,241,181,226,241,227,288,250,295,189,170
3110062M04Rik,154,151,234,166,227,172,186,171,158,143
3110070M22Rik,52,28,45,10,23,46,33,52,44,31
3110079O15Rik,0,0,1,0,0,0,0,0,2,0
3110082I17Rik,537,314,632,507,628,532,619,472,400,427
3110082J24Rik,0,0,0,0,0,0,0,0,0,0
3110099E03Rik,47,23,54,50,57,58,75,68,56,54
3200001D21Rik,2,2,0,0,0,0,0,1,0,1
3230401D17Rik,2830,2115,3445,3288,3957,3770,4201,3314,2925,2846
3300002I08Rik,7,6,4,2,4,10,5,3,5,0
3300005D01Rik,0,0,0,0,0,0,0,0,0,0
3425401B19Rik,1,1,0,0,0,1,0,0,0,0
3632451O06Rik,85,49,126,87,139,117,147,77,56,77
3632454L22Rik,6,2,1,10,2,2,0,0,0,1
3830403N18Rik,0,0,0,6,0,0,0,0,0,0
3830406C13Rik,673,564,595,594,573,617,739,670,582,572
3830408C21Rik,21,19,13,16,5,14,15,22,7,8
3830417A13Rik,1,0,0,0,0,0,0,0,0,0
3930402G23Rik,4,0,2,5,0,1,0,0,0,1
4430402I18Rik,82,88,68,70,100,93,89,100,70,84
4632415K11Rik,339,300,387,246,316,251,297,267,228,220
4632415L05Rik,53,39,15,33,14,13,8,16,0,3
4632427E13Rik,120,101,27,54,26,31,21,28,2,5
4632428C04Rik,5,1,0,0,0,1,0,0,0,0
4632428N05Rik,1,12,0,0,0,0,0,0,0,0
4632434I11Rik,3493,2857,3982,3828,4309,4360,4317,3886,3467,3765
4732415M23Rik,11,7,10,12,11,15,8,6,5,7
4732416N19Rik,215,146,239,228,192,253,211,183,223,269
4732456N10Rik,0,0,0,2,0,0,0,0,0,0
4732471J01Rik,58,70,51,66,56,62,73,58,57,58
4732490B19Rik,4,7,13,4,6,4,7,6,1,1
4732491K20Rik,40,35,33,38,28,31,37,24,14,22
4831440E17Rik,18,22,9,15,22,11,14,10,5,5
4833403I15Rik,7,1,3,4,6,1,6,3,3,4
4833412C05Rik,1,4,5,7,3,3,5,4,4,6
4833417C18Rik,5,9,1,3,2,2,3,1,1,1
4833418N02Rik,1,5,1,3,6,7,5,1,0,4
4833419F23Rik,16,11,27,13,19,15,26,13,8,11
4833420G17Rik,1990,1487,1829,1859,867,1875,1990,1866,1527,1585
4833422C13Rik,4,3,9,4,4,10,1,1,0,3
4833423E24Rik,3,3,4,5,4,3,4,3,7,0
4833424O15Rik,47,32,46,18,56,49,53,67,46,48
4833427F10Rik,1,1,3,1,2,2,1,4,2,2
4833427G06Rik,4,8,2,1,0,2,1,0,0,0
4833428L15Rik,2,0,0,2,0,0,0,0,0,0
4833439L19Rik,853,585,406,618,423,419,379,334,226,283
4921501E09Rik,0,0,1,0,0,0,0,0,0,0
4921504E06Rik,1,0,3,2,1,2,3,0,2,2
4921506M07Rik,108,56,125,93,135,134,158,117,82,90
4921507L20Rik,2,7,14,4,1,3,3,1,0,0
4921507P07Rik,9,14,10,21,21,8,11,17,9,14
4921508A21Rik,0,0,0,0,0,0,0,0,0,0
4921508D12Rik,0,1,0,0,2,1,0,0,0,0
4921509C19Rik,1,0,0,0,0,0,0,0,0,0
4921509O07Rik,6,2,2,8,4,2,0,2,0,1
4921511C10Rik,7,3,0,1,4,0,0,1,0,0
4921511C20Rik,0,0,0,0,0,0,0,0,0,0
4921511H03Rik,0,0,0,0,0,2,0,0,0,0
4921511I17Rik,31,14,20,30,25,34,38,29,21,15
4921511M17Rik,0,0,0,0,0,0,0,0,0,0
4921513I03Rik,0,0,2,1,0,0,0,0,0,0
4921515E04Rik,1,1,1,1,2,1,2,0,0,2
4921517D22Rik,3,8,7,4,7,13,8,10,5,11
4921524J17Rik,3699,2612,3867,3798,3980,4519,4561,4283,3660,3726
4921524L21Rik,0,0,0,0,0,0,0,0,0,0
4921525B02Rik,454,338,497,357,438,486,558,462,417,341
4921525O09Rik,0,3,2,0,0,3,0,0,0,0
4921530D09Rik,1,1,0,0,0,1,0,0,0,2
4921530L18Rik,18,22,18,12,20,24,19,10,8,3
4921530L21Rik,0,0,0,0,0,0,0,0,0,0
4921531C22Rik,32,40,27,28,47,28,37,39,32,26
4921531P14Rik,49,23,74,50,62,50,68,47,41,37
4921533I20Rik,5,2,2,1,1,2,2,3,2,0
4921536K21Rik,70,65,116,106,111,145,143,96,103,101
4921539E11Rik,1,0,0,0,0,0,0,0,0,0
4922501C03Rik,723,664,775,955,869,892,786,816,699,772
4922501L14Rik,1,2,0,0,0,0,0,2,4,1
4922502D21Rik,0,0,1,2,1,1,0,1,3,2
4922502H24Rik,0,0,0,0,0,0,0,0,0,0
4922502N22Rik,0,0,2,0,0,0,0,0,0,0
4922505E12Rik,0,0,0,0,0,0,0,0,0,0
4930401C15Rik,0,0,0,0,0,0,0,0,0,0
4930401O10Rik,0,0,0,0,0,0,0,0,0,0
4930401O12Rik,0,0,0,0,0,0,0,0,2,0
4930402F06Rik,5,1,0,0,1,0,0,0,0,0
4930402F11Rik,0,0,0,0,0,0,0,0,0,0
4930402H24Rik,1921,1405,2072,2006,1792,2291,2189,2003,1678,1732
4930402K13Rik,0,0,0,0,0,0,0,0,0,0
4930404A05Rik,1,1,2,1,0,0,0,0,0,0
4930404A10Rik,401,352,537,389,595,591,531,465,360,425
4930404H11Rik,0,0,0,0,0,0,0,4,0,0
4930404I05Rik,0,6,2,2,0,3,0,1,0,0
4930404N11Rik,9,7,5,11,3,6,5,3,7,3
4930405A10Rik,0,0,0,0,0,0,0,0,0,0
4930405A21Rik,99,81,130,99,155,153,181,121,101,102
4930405D11Rik,7,0,3,4,2,3,5,2,1,2
4930405J17Rik,0,0,0,0,0,0,0,1,0,0
4930405P13Rik,64,39,30,39,22,35,20,23,11,12
4930406D18Rik,1,0,0,0,0,0,0,0,0,0
4930407I10Rik,1,0,0,0,0,0,0,5,1,1
4930408F14Rik,0,0,0,0,0,0,0,0,0,0
4930412B13Rik,3,5,15,4,8,9,17,6,9,6
4930412C18Rik,6,4,17,12,18,24,6,15,13,12
4930412O13Rik,0,0,2,0,0,0,0,0,0,1
4930413E15Rik,1,0,0,0,0,0,0,0,0,0
4930413F20Rik,4,6,11,12,17,15,10,8,11,8
4930413G21Rik,83,102,44,54,32,34,30,35,33,33
4930413M19Rik,0,0,0,0,0,0,0,0,0,0
4930414L22Rik,360,297,183,237,164,187,154,192,145,127
4930414N06Rik,152,140,156,192,165,199,173,150,123,144
4930415F15Rik,0,1,0,0,0,0,0,0,0,0
4930415L06Rik,0,0,0,1,0,0,0,0,0,0
4930415O20Rik,0,0,0,0,3,0,0,0,0,0
4930417O13Rik,0,1,0,1,0,1,0,2,0,0
4930417O22Rik,4,5,18,11,9,12,20,14,11,11
4930419G24Rik,0,0,2,0,2,0,0,0,0,0
4930422G04Rik,469,382,473,553,454,562,342,418,428,346
4930423M02Rik,48,25,44,47,58,55,58,35,45,46
4930425K10Rik,0,0,0,0,0,0,0,0,0,0
4930425O10Rik,2,0,3,0,3,1,0,0,1,2
4930426D05Rik,3,3,0,3,3,3,1,0,3,1
4930426L09Rik,0,0,1,0,0,1,0,0,0,0
4930427A07Rik,230,158,142,250,133,137,101,109,60,60
4930428D18Rik,0,0,0,0,0,0,0,0,0,0
4930428E07Rik,0,0,0,0,0,0,0,0,0,0
4930428G15Rik,0,0,0,0,0,0,0,0,0,0
4930428O21Rik,1,0,1,0,0,0,3,0,0,0
4930429B21Rik,5,11,2,5,5,4,6,5,2,12
4930429D17Rik,69,24,80,40,79,74,90,45,26,53
4930429F11Rik,0,0,0,0,0,0,0,0,0,0
4930429F24Rik,2,0,0,0,2,1,4,1,0,0
4930430A15Rik,1,1,1,0,0,0,0,0,0,1
4930430D24Rik,0,0,0,0,0,0,0,0,0,0
4930430F08Rik,77,103,38,63,36,21,23,28,9,16
4930430F21Rik,0,0,2,0,1,0,0,0,0,0
4930430J02Rik,2,0,2,0,2,1,0,0,0,1
4930431F12Rik,0,0,0,0,0,0,0,0,0,0
4930431P03Rik,3,1,1,4,0,1,0,0,0,0
4930432J09Rik,0,0,0,0,0,0,0,0,0,0
4930432K09Rik,21,15,23,20,21,15,25,18,16,19
4930432K21Rik,1593,1246,1972,1543,2062,1916,2131,1787,1462,1508
4930432M17Rik,0,0,0,0,0,0,0,0,0,0
4930433B08Rik,0,0,0,3,0,0,0,0,0,0
4930433I11Rik,0,0,0,0,0,0,0,0,0,0
4930433N12Rik,4,3,4,0,5,10,1,1,1,3
